qal_id,is_success,target_label,product_segment,title_tier,acct_primary_site_function,acct_manufacturing_model,acct_target_industry,contact_lead_title,contact_lead_id,next_stage__c,priority,acct_territory_rollup,acct_tier_rollup,solution,solution_rollup,last_tactic_campaign_channel,qal_cohort_date,cohort_date,cohort_month
a0dPQ000002FwH3YAK,1,Success,Qx,Manager,Non-manufacturing organization,Services / Consulting,Pharma & BioTech,IT Business Systems Manager,003PQ00000e0vC9YAI,SQL,Priority 1,EMEA,Medium,Quality,Qx,Direct/Inbound,2024-11-13,2024-11-13,2024-11
a0dPQ000002GZyLYAW,0,Failure,Qx,Other,Unknown,Unknown,Non-Life Science,Trial Monitor,003PQ00000e19f4YAA,Recycled,Priority 1,EMEA,Small,Qx,Qx,Events,2024-11-14,2024-11-14,2024-11
a0dPQ000002HFazYAG,0,Failure,Qx,Manager,Non-manufacturing organization,CRO,Pharma & BioTech,QA Manager,003PQ00000e19f5YAA,Recycled,Priority 1,EMEA,Medium,Qx,Qx,Events,2024-11-15,2024-11-15,2024-11
a0dPQ000004YSxFYAW,0,Failure,Mx,Manager,Non-manufacturing organization,CRO,Pharma & BioTech,QA Manager,003PQ00000e19f5YAA,Recycled,Priority 2,EMEA,Medium,Logbooks,Mx,Online Ads,2025-05-20,2025-05-20,2025-05
a0dPQ000002GZwjYAG,0,Failure,Qx,Manager,Non-manufacturing organization,Research Institute,Non-Life Science,QA Manager,003PQ00000e19f7YAA,Recycled,Priority 1,EMEA,Medium,Qx,Qx,Events,2024-11-14,2024-11-14,2024-11
a0dPQ000002HFcbYAG,0,Failure,Qx,Other,Unknown,Unknown,Unknown,Senior Clinical Trials Auditor,003PQ00000e19f8YAA,Recycled,Priority 1,EMEA,Other,Qx,Qx,Events,2024-11-15,2024-11-15,2024-11
a0dPQ000002V1BZYA0,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000e1dedYAA,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2024-12-10,2024-12-10,2024-12
a0dPQ000002G4krYAC,0,Failure,Qx,Missing,Generics manufacturing,In-House,Pharma & BioTech,Unknown Title,003PQ00000e1gCfYAI,Recycled,Priority 1,Americas,Large,Qx,Qx,Online Ads,2024-11-13,2024-11-13,2024-11
a0dPQ000002aisbYAA,0,Failure,Mx,Manager,Biologic API,In-House,Pharma & BioTech,Senior Manager Engineering,003PQ00000hQ6KZYA0,Exclude,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002aj3tYAA,0,Failure,Mx,Manager,Biologic API,In-House,Pharma & BioTech,Engineering Manager,003PQ00000hQ6KaYAK,Recycled,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002aivpYAA,0,Failure,Mx,Manager,Oral solid dosage (OSD),In-House,Pharma & BioTech,Procurement Manager,003PQ00000hQ6KeYAK,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002aixRYAQ,0,Failure,Mx,Executive/VP,Non-manufacturing organization,CRO,Pharma & BioTech,Chief Information Officer,003PQ00000hQ6KfYAK,Recycled,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002aiivYAA,0,Failure,Mx,Manager,Non-manufacturing organization,CRO,Pharma & BioTech,Deputy Manager Quality Assurance,003PQ00000hQ6KiYAK,Recycled,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002aiXdYAI,0,Failure,Mx,Executive/VP,Oral solid dosage (OSD),In-House,Pharma & BioTech,"Vice President, Commercial Operations",003PQ00000hQ8SbYAK,Recycled,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002GaHhYAK,0,Failure,Qx,Manager,Radiopharmaceuticals,In-House,Non-Life Science,Quality Assurance Manager,003PQ00000e2j6sYAA,Recycled,Priority 2,EMEA,Medium,Qx,Qx,External Demand Gen,2024-11-14,2024-11-14,2024-11
a0dPQ000002GC8wYAG,1,Success,Qx,Manager,"Cell therapies (CAR-T, NK)",CMO,Medical Device,"Manager Administration, Databases",003PQ00000e2tjtYAA,SQO,Priority 1,Americas,Small,Qx,Qx,Online Ads,2024-11-13,2024-11-13,2024-11
a0dPQ000002GaZRYA0,0,Failure,Mx,Executive/VP,Unknown,Unknown,Non-Life Science,Head of IT,003PQ00000e3EdhYAE,Recycled,Priority 2,EMEA,Medium,Mx,Mx,External Demand Gen,2024-11-14,2024-11-14,2024-11
a0dPQ000002GaXpYAK,0,Failure,Mx,Executive/VP,Imaging systems,In-House,Pharma & BioTech,Head of Engineering,003PQ00000e3EsDYAU,Recycled,Priority 2,EMEA,Large,Mx,Mx,External Demand Gen,2024-11-14,2024-11-14,2024-11
a0dPQ000002Gbk1YAC,0,Failure,Mx,Director,Sterile injectables,Formulation / Fill-Finish,Medical Device,Director IT,003PQ00000e3GNlYAM,Recycled,Priority 2,EMEA,Large,Mx,Mx,External Demand Gen,2024-11-14,2024-11-14,2024-11
a0dPQ000002GGvhYAG,0,Failure,Mx,Individual Contributor,Ophthalmic sterile drops,In-House,Pharma & BioTech,"Quality Compliance, Data Integrity Specialist",003PQ00000e3Gu1YAE,Recycled,Priority 2,Americas,Medium,Mx,Mx,Online Ads,2024-11-13,2024-11-13,2024-11
a0dPQ000003WoHhYAK,0,Failure,Mx,Individual Contributor,Ophthalmic sterile drops,In-House,Pharma & BioTech,"Quality Compliance, Data Integrity Specialist",003PQ00000e3Gu1YAE,Recycled,Priority 2,Americas,Medium,Manufacturing,Mx,Email,2025-02-18,2025-02-18,2025-02
a0dPQ000002aC6LYAU,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000hQxYMYA0,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Direct/Inbound,2024-12-20,2024-12-20,2024-12
a0dPQ000002aGgDYAU,0,Failure,Qx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ00000hR1YjYAK,Recycled,P1 - Contact Us,Americas,Medium,Qx,Qx,Online Ads,2024-12-20,2024-12-20,2024-12
a0dPQ000002aie5YAA,0,Failure,Mx,Executive/VP,Vaccines,CDMO,Pharma & BioTech,"Vice President, New Technology and Process Development",003PQ00000hSGxWYAW,Recycled,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002av9tYAA,0,Failure,Qx,Director,Not Enough Info Found,Original Equipment Manufacturing,Non-Life Science,"Director, Engineering",003PQ00000hSI2rYAG,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,SEO,2024-12-23,2024-12-23,2024-12
a0dPQ000002aJFuYAM,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000hSU2QYAW,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Direct/Inbound,2024-12-20,2024-12-20,2024-12
a0dPQ000002anSTYAY,0,Failure,Qx,Missing,Unknown,Unknown,Medical Device,Unknown Title,003PQ00000hSd45YAC,Recycled,Priority 2,EMEA,Small,Qx,Qx,SEO,2024-12-23,2024-12-23,2024-12
a0dPQ000002avBVYAY,0,Failure,Qx,Manager,Non-manufacturing organization,Software / Technology Development,Pharma & BioTech,Senior Product Manager,003PQ00000hSv4GYAS,Exclude,P1 - Video Demo,Americas,Large,Qx,Qx,PR/AR/Social,2024-12-23,2024-12-23,2024-12
a0dPQ000002b037YAA,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000hUL7tYAG,Recycled,Priority 2,Americas,Small,Qx,Qx,Online Ads,2024-12-23,2024-12-23,2024-12
a0dPQ000005fUs5YAE,0,Failure,Mx,Individual Contributor,Ophthalmic sterile drops,In-House,Pharma & BioTech,"Quality Compliance, Data Integrity Specialist",003PQ00000e3Gu1YAE,Recycled,Priority 2,Americas,Medium,Mx,Mx,Email,2025-06-19,2025-06-19,2025-06
a0dPQ000002GQgXYAW,0,Failure,Qx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ00000e55G9YAI,Recycled,Priority 1,Americas,Small,Qx,Qx,SEO,2024-11-13,2024-11-13,2024-11
a0dPQ000002GaUbYAK,0,Failure,Mx,Executive/VP,Unknown,Unknown,Pharma & BioTech,Chief Operating Officer,003PQ00000e5vI4YAI,Recycled,Priority 2,EMEA,Medium,Mx,Mx,External Demand Gen,2024-11-14,2024-11-14,2024-11
a0dPQ000002Ga4oYAC,0,Failure,Mx,Executive/VP,Unknown,Unknown,Pharma & BioTech,Head of Information Technology,003PQ00000e5xerYAA,Recycled,Priority 2,EMEA,Medium,Mx,Mx,External Demand Gen,2024-11-14,2024-11-14,2024-11
a0dPQ000002auybYAA,0,Failure,Qx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ00000hV6mnYAC,Recycled,P1 - Contact Us,Americas,Small,MISSING/BLANK,Qx,Direct/Inbound,2024-12-23,2024-12-23,2024-12
a0dPQ000002aVgrYAE,0,Failure,Qx,Other,Unknown,Unknown,Non-Life Science,CEO/ Owner,003PQ00000hVArxYAG,Recycled,P1 - Contact Us,Americas,Small,Qx,Qx,Directory Listing,2024-12-21,2024-12-21,2024-12
a0dPQ000002anCLYAY,0,Failure,Qx,Other,Unknown,Unknown,Pharma & BioTech,Member,003PQ00000hWNVOYA4,Recycled,Priority 2,EMEA,Large,Qx,Qx,Online Ads,2024-12-23,2024-12-23,2024-12
a0dPQ000002anInYAI,0,Failure,Qx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ00000hYlmuYAC,Recycled,P1 - Video Demo,EMEA,Small,Qx,Qx,Online Ads,2024-12-23,2024-12-23,2024-12
a0dPQ000002b7vpYAA,0,Failure,Mx,Executive/VP,Monoclonal antibodies (mAbs),In-House,Pharma & BioTech,Head of QC Support Operations,003PQ00000hbOCMYA2,Exclude,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002b83tYAA,0,Failure,Mx,Executive/VP,Unknown,Unknown,Non-Life Science,Head of Operational Excellence and Transformation,003PQ00000hbcVNYAY,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002b85VYAQ,0,Failure,Mx,Executive/VP,Unknown,Unknown,Non-Life Science,Head of Strategic Operations and Communications,003PQ00000hbcYbYAI,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002b77pYAA,0,Failure,Mx,Director,Non-manufacturing organization,Distribution / Wholesale,Pharma & BioTech,Director COO,003PQ00000hbcf3YAA,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002GamLYAS,0,Failure,Mx,Executive/VP,Unknown,Unknown,Pharma & BioTech,Chief Operating Officer,003PQ00000e65CUYAY,Recycled,Priority 2,EMEA,Medium,Mx,Mx,External Demand Gen,2024-11-14,2024-11-14,2024-11
a0dPQ000002GaeHYAS,0,Failure,Mx,Executive/VP,Unknown,Unknown,Pharma & BioTech,Head of IT,003PQ00000e665JYAQ,Recycled,Priority 2,EMEA,Medium,Mx,Mx,External Demand Gen,2024-11-14,2024-11-14,2024-11
a0dPQ000002Gqr7YAC,0,Failure,Qx,Other,Unknown,Unknown,Non-Life Science,Shipping and Recieving,003PQ00000e7HlDYAU,Recycled,Priority 1,Americas,Small,Qx,Qx,Online Ads,2024-11-14,2024-11-14,2024-11
a0dPQ000004Cwp7YAC,0,Failure,Qx,Individual Contributor,"Viral vector manufacturing (AAV, LV)",In-House,Pharma & BioTech,Founder & Quality Principal & Consultant,003PQ00000e8dd4YAA,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2025-04-15,2025-04-15,2025-04
a0dPQ0000040zkLYAQ,0,Failure,Mx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000e8fGhYAI,Recycled,P1 - Video Demo,EMEA,Small,Mx,Mx,Email,2025-03-27,2025-03-27,2025-03
a0dPQ000002b88jYAA,0,Failure,Mx,Director,Monoclonal antibodies (mAbs),In-House,Pharma & BioTech,Senior Director Manufacturing,003PQ00000hbcgfYAA,Recycled,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002b80fYAA,0,Failure,Mx,Director,Unknown,Unknown,Non-Life Science,Commercial Director Operations,003PQ00000hbciHYAQ,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002b8DZYAY,0,Failure,Mx,Other,Biologic API,In-House,Non-Life Science,"Technology Head, Commercial, Operations and Digital Transformation",003PQ00000hbjyIYAQ,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002b7SnYAI,0,Failure,Mx,Director,Cosmetics manufacturing,In-House,Pharma & BioTech,IT Director,003PQ00000hbwQsYAI,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002b5Z4YAI,0,Failure,Mx,Director,Nutraceutical manufacturing,In-House,Pharma & BioTech,"IT Director, Enterprise Services and Architecture",003PQ00000hbwcJYAQ,Recycled,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002b8ALYAY,0,Failure,Mx,Director,Topical emulsion/cream,In-House,Pharma & BioTech,Director Quality Operation Consumer Health,003PQ00000hbwdmYAA,Exclude,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002b72zYAA,0,Failure,Mx,Individual Contributor,Vaccines,In-House,Pharma & BioTech,"Global Head, Process Engineering (Recombinant and Gene Therapy Products)",003PQ00000hbyinYAA,Recycled,Priority 2,APAC & Oceania,Medium,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000002aztRYAQ,1,Success,Qx,Missing,Diagnostic Equipment,In-House,Medical Device,Unknown Title,003PQ00000hcdIwYAI,SQL,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2024-12-23,2024-12-23,2024-12
a0dPQ000002cIh7YAE,0,Failure,Qx,Other,Vaccines,Research Institute,Blood & Biologics,Research,003PQ00000hdYaYYAU,Recycled,Priority 2,Americas,Small,Qx,Qx,Email,2024-12-28,2024-12-28,2024-12
a0dPQ0000045re5YAA,0,Failure,Mx,Other,Vaccines,Research Institute,Blood & Biologics,Research,003PQ00000hdYaYYAU,Recycled,Priority 2,Americas,Small,Logbooks,Mx,Email,2025-04-03,2025-04-03,2025-04
a0dPQ000002b74bYAA,0,Failure,Mx,Director,Unknown,Unknown,Non-Life Science,"Director, IT Infrastructure",003PQ00000hdcaxYAA,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,External Demand Gen,2024-12-23,2024-12-23,2024-12
a0dPQ000009bRDlYAM,0,Failure,Qx,Missing,Non-manufacturing organization,CRO,Medical Device,Unknown Title,003PQ00000e9GBmYAM,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Direct/Inbound,2025-10-06,2025-10-06,2025-10
a0dPQ000005ubrfYAA,0,Failure,Qx,Missing,Unknown,Unknown,Medical Device,Unknown Title,003PQ00000e9JamYAE,Recycled,Priority 2,EMEA,Small,Qx,Qx,Email,2025-06-26,2025-06-26,2025-06
a0dPQ00000C4DsjYAF,0,Failure,Qx,Missing,Unknown,Unknown,Medical Device,Unknown Title,003PQ00000e9JamYAE,Recycled,Priority 2,EMEA,Small,Qx,Qx,Email,2025-11-10,2025-11-10,2025-11
a0dPQ000002H8PpYAK,0,Failure,Qx,Individual Contributor,In-vitro diagnostic (IVD) kits,In-House,Pharma & BioTech,Senior Regulatory Affairs Specialist,003PQ00000e9qa3YAA,Exclude,Priority 2,Americas,Medium,Qx,Qx,Directory Listing,2024-11-14,2024-11-14,2024-11
a0dPQ000002H3jVYAS,0,Failure,Qx,Missing,Non-manufacturing organization,Hospital Investigational Drug Unit,Pharma & BioTech,Unknown Title,003PQ00000eAl8HYAS,Exclude,Priority 2,Americas,Large,Qx,Qx,SEO,2024-11-14,2024-11-14,2024-11
a0dPQ000002H8RRYA0,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000eB6CqYAK,Exclude,Priority 2,Americas,Large,Quality,Qx,SEO,2024-11-14,2024-11-14,2024-11
a0dPQ000002b48LYAQ,0,Failure,Qx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ00000hdskZYAQ,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2024-12-23,2024-12-23,2024-12
a0dPQ000002b60TYAQ,1,Success,Qx,Director,Non-manufacturing organization,Distribution / Wholesale,Medical Device,"Director, Quality Assurance",003PQ00000hf0ePYAQ,SQL,P1 - Video Demo,Americas,Small,Qx,Qx,Email,2024-12-23,2024-12-23,2024-12
a0dPQ000002c9h3YAA,0,Failure,Qx,Missing,Non-manufacturing organization,Software / Technology Development,Pharma & BioTech,Unknown Title,003PQ00000hgdiEYAQ,Recycled,P1 - Video Demo,EMEA,Large,Qx,Qx,Directory Listing,2024-12-27,2024-12-27,2024-12
a0dPQ000002H9AbYAK,1,Success,Qx,Manager,Non-manufacturing organization,In-House,Medical Device,"Manager, Accreditation Oversight",003PQ00000eBHcoYAG,SQL,Priority 2,Americas,Medium,Qx,Qx,Online Ads,2024-11-15,2024-11-15,2024-11
a0dPQ000002H8MbYAK,0,Failure,Qx,Manager,Non-manufacturing organization,Services / Consulting,Pharma & BioTech,"Senior Manager, Financial Reporting",003PQ00000eBQjNYAW,Exclude,Priority 2,Americas,Large,Qx,Qx,SEO,2024-11-14,2024-11-14,2024-11
a0dPQ000002trvOYAQ,0,Failure,Qx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ00000eCOdpYAG,Exclude,Priority 2,Americas,Small,Qx,Qx,SEO,2025-01-24,2025-01-24,2025-01
a0dPQ000002IIYPYA4,0,Failure,Qx,Other,Dental instruments,In-House,Medical Device,Individual Contributor,003PQ00000eCWLyYAO,Recycled,Priority 2,EMEA,Small,Qx,Qx,Email,2024-11-18,2024-11-18,2024-11
a0dPQ000002HHEbYAO,0,Failure,Qx,Manager,Unknown,Unknown,Non-Life Science,"Manager, Quality",003PQ00000eDb4MYAS,Recycled,Priority 1,EMEA,Medium,Qx,Qx,SEO,2024-11-15,2024-11-15,2024-11
a0dPQ000002HHL3YAO,0,Failure,Qx,Missing,Sterile injectables,CMO,Pharma & BioTech,Unknown Title,003PQ00000eDc3dYAC,Recycled,Priority 1,EMEA,Medium,Qx,Qx,Online Ads,2024-11-15,2024-11-15,2024-11
a0dPQ000002HHWLYA4,0,Failure,Qx,Individual Contributor,Tissue products,In-House,Pharma & BioTech,Ict System Engineer (Cloud Security),003PQ00000eDn0fYAC,Recycled,Priority 2,EMEA,Medium,Quality,Qx,SEO,2024-11-15,2024-11-15,2024-11
a0dPQ000002HOCrYAO,1,Success,Qx,Other,Specialty Chemical Manufacturing,In-House,Non-Life Science,Manufacturing and Quality Head,003PQ00000eE5nCYAS,SQL,Priority 1,EMEA,Small,Qx,Qx,Online Ads,2024-11-15,2024-11-15,2024-11
a0dPQ000002HOnxYAG,1,Success,Qx,Individual Contributor,Monoclonal antibodies (mAbs),In-House,Pharma & BioTech,Junior Quality Assurance Specialist,003PQ00000eEZIDYA4,SQL,Priority 1,EMEA,Small,MISSING/BLANK,Qx,Direct/Inbound,2024-11-15,2024-11-15,2024-11
a0dPQ000002HX3FYAW,0,Failure,Qx,Other,Non-manufacturing organization,Not Enough Info Found,Pharma & BioTech,Sample Coordinator,003PQ00000eErIOYA0,Recycled,Priority 2,Americas,Small,Qx,Qx,Online Ads,2024-11-15,2024-11-15,2024-11
a0dPQ000001HnVBYA0,0,Failure,Qx,Other,Unknown,Unknown,Non-Life Science,Training Consulting,003PQ00000hipkPYAQ,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Online Ads,2024-07-23,2024-07-23,2024-07
a0dPQ000002C205YAC,0,Failure,Mx,Other,Unknown,Unknown,Non-Life Science,Training Consulting,003PQ00000hipkPYAQ,Recycled,Priority 2,EMEA,Medium,Mx,Mx,Email,2024-11-07,2024-11-07,2024-11
a0dPQ000003EctJYAS,0,Failure,Qx,Other,Unknown,Unknown,Non-Life Science,Training Consulting,003PQ00000hipkPYAQ,Recycled,Priority 2,EMEA,Medium,Platform,Qx,Email,2025-02-06,2025-02-06,2025-02
a0dPQ0000036udlYAA,0,Failure,Qx,Executive/VP,Non-manufacturing organization,In-House,Pharma & BioTech,Head of IT Engagement - Healthcare,003PQ00000hiqhQYAQ,Recycled,Priority 2,APAC & Oceania,Small,Qx,Qx,External Demand Gen,2025-02-03,2025-02-03,2025-02
a0dPQ000002bk2kYAA,0,Failure,Qx,Other,Oral solid dosage (OSD),In-House,Pharma & BioTech,Metrologist- QC,003PQ00000hivOVYAY,Recycled,P1 - Video Demo,Americas,Large,Qx,Qx,SEO,2024-12-26,2024-12-26,2024-12
a0dPQ000002m2XpYAI,0,Failure,Mx,Manager,Diagnostic Equipment,In-House,Medical Device,Quality Manager,003PQ00000hivQ4YAI,Recycled,Priority 2,EMEA,Medium,Mx,Mx,Email,2025-01-16,2025-01-16,2025-01
a0dPQ000005QYSzYAO,0,Failure,Qx,Manager,Not Enough Info Found,In-House,Medical Device,QA/RA Manager,003PQ00000hiwnYYAQ,Recycled,Priority 2,EMEA,Small,Qx,Qx,Email,2025-06-13,2025-06-13,2025-06
a0dPQ000002HV4fYAG,1,Success,Qx,Missing,Drug discovery & development,Research Institute,Pharma & BioTech,Unknown Title,003PQ00000eErf5YAC,SQL,Priority 1,Americas,Medium,Qx,Qx,Online Ads,2024-11-15,2024-11-15,2024-11
a0dPQ000002HXHlYAO,1,Success,Qx,Manager,Drug discovery & development,CRO,Pharma & BioTech,Senior Quality Assurance Manager,003PQ00000eFCjOYAW,SQL,Priority 1,Americas,Medium,Qx,Qx,Online Ads,2024-11-15,2024-11-15,2024-11
a0dPQ00000AdPIXYA3,0,Failure,Qx,Manager,"Cell therapies (CAR-T, NK)",CDMO,Medical Device,Project Manager II,003PQ00000eG6aHYAS,Recycled,P1 - Webinar Demo,Americas,Large,Qx,Qx,Email,2025-10-23,2025-10-23,2025-10
a0dPQ000002LWrlYAG,0,Failure,Qx,Missing,Non-manufacturing organization,Research Institute,Medical Device,Unknown Title,003PQ00000eG79lYAC,Recycled,Priority 2,Americas,Large,Qx,Qx,Email,2024-11-21,2024-11-21,2024-11
a0dPQ000002UuObYAK,0,Failure,Qx,Missing,Non-manufacturing organization,Research Institute,Medical Device,Unknown Title,003PQ00000eG79lYAC,Recycled,P1 - Webinar Demo,Americas,Large,Qx,Qx,Email,2024-12-10,2024-12-10,2024-12
a0dPQ000002dyROYAY,0,Failure,Qx,Manager,Unknown,Unknown,Pharma & BioTech,Process Plant Manager,003PQ00000eGaGgYAK,Recycled,No Priority,Americas,Medium,MISSING/BLANK,Qx,Outbound Prospecting,2025-01-02,2025-01-02,2025-01
a0dPQ000002Hi3VYAS,0,Failure,Qx,Missing,Not Enough Info Found,Original Equipment Manufacturing,Non-Life Science,Unknown Title,003PQ00000eGdJWYA0,Exclude,P1 - Video Demo,Americas,Medium,Qx,Qx,Directory Listing,2024-11-15,2024-11-15,2024-11
a0dPQ000002c9kHYAQ,0,Failure,Qx,Missing,Unknown,Unknown,Medical Device,Unknown Title,003PQ00000hlZ4nYAE,Recycled,P1 - Contact Us,EMEA,Small,Qx,Qx,Directory Listing,2024-12-27,2024-12-27,2024-12
a0dPQ000002Io21YAC,0,Failure,Qx,Manager,Not Enough Info Found,In-House,Non-Life Science,"Manager, Value Stream",003PQ00000eKUJ6YAO,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,SEO,2024-11-18,2024-11-18,2024-11
a0dPQ000002IIRxYAO,0,Failure,Qx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ00000eKbXdYAK,Recycled,P1 - Video Demo,EMEA,Medium,Qx,Qx,Online Ads,2024-11-18,2024-11-18,2024-11
a0dPQ000002IEbFYAW,0,Failure,Mx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000eN5PlYAK,Exclude,P1 - Contact Us,APAC & Oceania,Small,Mx,Mx,Directory Listing,2024-11-18,2024-11-18,2024-11
a0dPQ000002IEcrYAG,0,Failure,Qx,Other,Unknown,Unknown,Medical Device,Commercial Diver,003PQ00000eN9LKYA0,Recycled,P1 - Video Demo,APAC & Oceania,Small,Qx,Qx,Directory Listing,2024-11-18,2024-11-18,2024-11
a0dPQ000002J5vhYAC,0,Failure,Mx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000eNoDCYA0,Exclude,P1 - Webinar Demo,APAC & Oceania,Small,Mx,Mx,SEO,2024-11-19,2024-11-19,2024-11
a0dPQ000002IPlBYAW,0,Failure,Qx,Individual Contributor,Patient monitoring systems,Software / Technology Development,Medical Device,Data Analyst,003PQ00000eOl1zYAC,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Direct/Inbound,2024-11-18,2024-11-18,2024-11
a0dPQ000002chM9YAI,0,Failure,Mx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000hoCuuYAE,Recycled,P1 - Contact Us,APAC & Oceania,Medium,Mx,Mx,Online Ads,2024-12-30,2024-12-30,2024-12
a0dPQ000002dCZdYAM,0,Failure,Mx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000hpJsfYAE,Recycled,Priority 2,APAC & Oceania,Large,Mx,Mx,Online Ads,2024-12-31,2024-12-31,2024-12
a0dPQ000002bu6vYAA,0,Failure,Qx,Other,Non-manufacturing organization,Hospital Investigational Drug Unit,Pharma & BioTech,Precision health advisor at the Institutional Mother-Child Biobank,003PQ00000hsMKkYAM,Recycled,Priority 2,Americas,Medium,Qx,Qx,SEO,2024-12-26,2024-12-26,2024-12
a0dPQ000002c5bpYAA,0,Failure,Qx,Missing,Not Enough Info Found,In-House,Non-Life Science,Unknown Title,003PQ00000htb1QYAQ,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,SEO,2024-12-27,2024-12-27,2024-12
a0dPQ000002OY5pYAG,0,Failure,Qx,Executive/VP,Drug discovery & development,In-House,Pharma & BioTech,Chief Strategy Officer,003PQ00000eQ3wFYAS,Recycled,No Priority,Americas,Small,MISSING/BLANK,Qx,Outbound Prospecting,2024-11-27,2024-11-27,2024-11
a0dPQ000002IyKjYAK,0,Failure,Mx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ00000eQGGcYAO,Recycled,P1 - Contact Us,APAC & Oceania,Small,Mx,Mx,Online Ads,2024-11-18,2024-11-18,2024-11
a0dPQ000002cCtRYAU,0,Failure,Mx,Manager,Unknown,Unknown,Non-Life Science,Lifecycle Manager,003PQ00000hu55uYAA,Recycled,Priority 2,EMEA,Medium,Mx,Mx,Online Ads,2024-12-27,2024-12-27,2024-12
