qal_id,contact_lead_id,is_success,outcome_tier,next_stage__c,product_segment,solution_rollup,acct_target_industry,acct_manufacturing_model,acct_primary_site_function,acct_territory_rollup,acct_tier_rollup,contact_lead_title,title_seniority,title_function,title_scope,is_decision_maker,record_completeness,completeness_tier,priority,last_tactic_campaign_channel,cohort_date,cohort_year,cohort_quarter,lead_age_days
a0dPQ000000p61lYAA,003PQ00000J5HiEYAV,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Original Equipment Manufacturing,Not Enough Info Found,Americas,Medium,Senior Manager of Clinical Operations,Manager,Mfg/Ops,Standard,0,1.0,High,Priority 2,Email,2024-05-07,2024,2024Q2,608
a0dPQ000000p4w1YAA,003PQ00000J5HoTYAV,1,Success,SQO,Qx,Qx,Pharma & BioTech,In-House,Specialty Chemical Manufacturing,Americas,Medium,Quality Unit Support,Other,Quality,Standard,0,1.0,High,Priority 2,Email,2024-05-07,2024,2024Q2,608
a0dPQ000000p6GHYAY,003PQ00000J6kJpYAJ,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,Americas,Large,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Online Ads,2024-05-07,2024,2024Q2,608
a0dPQ000000p8rZYAQ,003PQ00000J7isbYAB,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,APAC & Oceania,Small,"Manager, Site Safety, Lindfield and Ryde (North)",Manager,Other,Site,0,0.6,Medium,Priority 1,Directory Listing,2024-05-08,2024,2024Q2,607
a0dPQ000000pHQDYA2,003PQ00000J9FJSYA3,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Online Ads,2024-05-08,2024,2024Q2,607
a0dPQ000000pXUzYAM,003PQ00000J9sG6YAJ,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Research Institute,Plasmid DNA,Americas,Medium,"Education and Research-Msh Manager, Performance Improvement",Manager,R&D,Standard,0,1.0,High,Priority 2,Online Ads,2024-05-08,2024,2024Q2,607
a0dPQ000003xPBxYAM,003PQ00000J9sG6YAJ,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Research Institute,Plasmid DNA,Americas,Medium,"Education and Research-Msh Manager, Performance Improvement",Manager,R&D,Standard,0,1.0,High,Priority 2,Email,2025-03-20,2025,2025Q1,291
a0dPQ000004W21BYAS,003PQ00000J9sG6YAJ,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Research Institute,Plasmid DNA,Americas,Medium,"Education and Research-Msh Manager, Performance Improvement",Manager,R&D,Standard,0,1.0,High,Priority 2,Email,2025-05-15,2025,2025Q2,235
a0dPQ000008Q7PTYA0,003PQ00000J9sG6YAJ,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Research Institute,Plasmid DNA,Americas,Medium,"Education and Research-Msh Manager, Performance Improvement",Manager,R&D,Standard,0,1.0,High,Priority 2,Email,2025-09-04,2025,2025Q3,123
a0dPQ000000pNgvYAE,003PQ00000J9yQDYAZ,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,Unknown,Unknown,EMEA,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Directory Listing,2024-05-08,2024,2024Q2,607
a0dPQ000001z8CzYAI,003PQ00000JBRI6YAP,1,Success,SQL,Qx,Qx,Non-Life Science,In-House,Not Enough Info Found,Americas,Medium,Quality Engineer,IC,Quality,Standard,0,1.0,High,Priority 1,SEO,2024-10-14,2024,2024Q4,448
a0dPQ000009Eg0eYAC,003PQ00000JBu42YAD,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Medium,Associate Technical Director,Director,Other,Standard,1,0.6,Medium,P1 - Webinar Demo,Email,2025-09-26,2025,2025Q3,101
a0dPQ000000pVHtYAM,003PQ00000JDIFZYA5,0,Near-Miss,Recycled,Qx,Qx,Blood & Biologics,CDMO,Cosmetics manufacturing,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,Online Ads,2024-05-08,2024,2024Q2,607
a0dPQ000000pVGHYA2,003PQ00000JDNfIYAX,1,Success,SQL,Qx,Qx,Medical Device,In-House,Not Enough Info Found,Americas,Large,"Senior Manager, Dea Compliance",Manager,Quality,Standard,0,1.0,High,Priority 1,Online Ads,2024-05-08,2024,2024Q2,607
a0dPQ000000ppJpYAI,003PQ00000JF2rZYAT,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,Americas,Medium,MES Latam Lead / C&IS Manager,Manager,Other,Standard,0,0.6,Medium,Priority 2,Online Ads,2024-05-09,2024,2024Q2,606
a0dPQ000000pYMDYA2,003PQ00000JF7sfYAD,1,Success,SQL,Mx,Mx,Medical Device,CDMO,Implantable devices,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,SEO,2024-05-08,2024,2024Q2,607
a0dPQ000000pmk9YAA,003PQ00000JF8TmYAL,1,Success,SQL,Mx,Mx,Non-Life Science,In-House,Not Enough Info Found,Americas,Medium,Carl Emery                        VP of Operations,VP,Mfg/Ops,Standard,1,1.0,High,Priority 1,Online Ads,2024-05-09,2024,2024Q2,606
a0dPQ000002yz2fYAA,003PQ00000JFqZcYAL,1,Success,SQL,Qx,Qx,Medical Device,CMO,Surgical instruments,Americas,Medium,"Project Manager, Quality Assurance",Manager,Quality,Standard,0,1.0,High,P1 - Website Pricing,Online Ads,2025-01-29,2025,2025Q1,341
a0dPQ000000pqe5YAA,003PQ00000JIeldYAD,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Directory Listing,2024-05-09,2024,2024Q2,606
a0dPQ000000qnizYAA,003PQ00000JIw12YAD,1,Success,SQL,Qx,Qx,Medical Device,In-House,Surgical instruments,EMEA,Medium,RA/QA Manager,Manager,Quality,Standard,0,1.0,High,Priority 2,SEO,2024-05-13,2024,2024Q2,602
a0dPQ000001LfCTYA0,003PQ00000JJt2fYAD,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,Unknown,Unknown,APAC & Oceania,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,No Priority,Email,2024-08-01,2024,2024Q3,522
a0dPQ000000psftYAA,003PQ00000JJumtYAD,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Not Enough Info Found,Non-manufacturing organization,Americas,Medium,"Manager, Quality",Manager,Quality,Standard,0,1.0,High,Priority 1,Directory Listing,2024-05-09,2024,2024Q2,606
a0dPQ000000psw1YAA,003PQ00000JKCbZYAX,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Email,2024-05-09,2024,2024Q2,606
a0dPQ000000xAzRYAU,003PQ00000JKCbZYAX,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Online Ads,2024-05-30,2024,2024Q2,585
a0dPQ000000pu6bYAA,003PQ00000JKP0vYAH,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,Managing Director,Director,Other,Standard,1,0.6,Medium,Priority 1,Online Ads,2024-05-09,2024,2024Q2,606
a0dPQ000000pwWbYAI,003PQ00000JLDCNYA5,1,Success,SQL,Qx,Qx,Blood & Biologics,Not Enough Info Found,Non-manufacturing organization,Americas,Small,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,SEO,2024-05-09,2024,2024Q2,606
a0dPQ000000q2ovYAA,003PQ00000JMeLeYAL,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,APAC & Oceania,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,SEO,2024-05-10,2024,2024Q2,605
a0dPQ000000qscDYAQ,003PQ00000JNFbPYAX,0,Near-Miss,Recycled,Qx,Qx,Medical Device,CMO,Surgical instruments,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,SEO,2024-05-13,2024,2024Q2,602
a0dPQ000000q8SvYAI,003PQ00000JNX2gYAH,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,EMEA,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,SEO,2024-05-10,2024,2024Q2,605
a0dPQ000000r3kYYAQ,003PQ00000JNl9mYAD,1,Success,SQL,Qx,Qx,Medical Device,In-House,Diagnostic Equipment,APAC & Oceania,Small,Quality Engineer,IC,Quality,Standard,0,1.0,High,Priority 1,Online Ads,2024-05-14,2024,2024Q2,601
a0dPQ000000qJjJYAU,003PQ00000JR8TyYAL,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Diagnostic Equipment,Americas,Medium,"Director, Quality",Director,Quality,Standard,1,1.0,High,Priority 1,Online Ads,2024-05-10,2024,2024Q2,605
a0dPQ000000qLunYAE,003PQ00000JSxonYAD,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Original Equipment Manufacturing,Not Enough Info Found,Americas,Medium,Jr Project Coordinator,IC,PMO,Standard,0,1.0,High,Priority 1,Online Ads,2024-05-10,2024,2024Q2,605
a0dPQ000000qMndYAE,003PQ00000JUCKCYA5,1,Success,SQL,Qx,Qx,Non-Life Science,In-House,Not Enough Info Found,Americas,Medium,"Manager, Quality Assurance",Manager,Quality,Standard,0,1.0,High,Priority 1,Directory Listing,2024-05-10,2024,2024Q2,605
a0dPQ000000r8kDYAQ,003PQ00000JWZZWYA5,0,Near-Miss,Recycled,Mx,Mx,Unknown,Unknown,Unknown,Unknown,Other,,Unknown,Unknown,Unknown,0,0.2,Low,Priority 2,Directory Listing,2024-05-14,2024,2024Q2,601
a0dPQ000000qPLhYAM,003PQ00000JWaUBYA1,0,Near-Miss,Recycled,Qx,Qx,Unknown,Unknown,Unknown,Unknown,,"Supervisor, Quality Assurance Team",Manager,Quality,Standard,0,0.0,Low,Priority 1,Direct/Inbound,2024-05-10,2024,2024Q2,605
a0dPQ0000026GlhYAE,003PQ00000JWaUBYA1,0,Near-Miss,Recycled,Qx,Qx,Medical Device,CDMO,Plasmid DNA,Americas,Medium,"Supervisor, Quality Assurance Team",Manager,Quality,Standard,0,1.0,High,No Priority,Direct/Inbound,2024-10-28,2024,2024Q4,434
a0dPQ000000qr9tYAA,003PQ00000JbcjKYAR,1,Success,SQL,Qx,Qx,Non-Life Science,Not Enough Info Found,Not Enough Info Found,Americas,Small,Owner,Other,Other,Standard,0,1.0,High,Priority 1,Directory Listing,2024-05-13,2024,2024Q2,602
a0dPQ000000r4a9YAA,003PQ00000JjRSZYA3,1,Success,SQL,Qx,Qx,Pharma & BioTech,In-House,Small-molecule API,APAC & Oceania,Medium,Head of IT (CIO),C-Suite,IT,Standard,1,1.0,High,Priority 1,SEO,2024-05-14,2024,2024Q2,601
a0dPQ000000qrBVYAY,003PQ00000JkJCpYAN,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,"Manager, Information Technology Application",Manager,Other,Standard,0,0.6,Medium,Priority 1,Directory Listing,2024-05-13,2024,2024Q2,602
a0dPQ000000rGUrYAM,003PQ00000Jn32AYAR,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Directory Listing,2024-05-14,2024,2024Q2,601
a0dPQ000000qyCzYAI,003PQ00000JonIjYAJ,1,Success,SQL,Qx,Qx,Non-Life Science,Services / Consulting,Non-manufacturing organization,Americas,Medium,"Global Director, Quality Management Systems",Director,Quality,Global,1,1.0,High,Priority 1,Directory Listing,2024-05-13,2024,2024Q2,602
a0dPQ000000r4n3YAA,003PQ00000JqDg9YAF,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Biologic API,APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,SEO,2024-05-14,2024,2024Q2,601
a0dPQ000000r3e9YAA,003PQ00000JqK7zYAF,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Wound Care,APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,SEO,2024-05-14,2024,2024Q2,601
a0dPQ000000sV0PYAU,003PQ00000JqLF7YAN,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,SEO,2024-05-17,2024,2024Q2,598
a0dPQ000000rImnYAE,003PQ00000Jr5xtYAB,0,Lost,Exclude,Mx,Mx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Direct/Inbound,2024-05-14,2024,2024Q2,601
a0dPQ000000rJSkYAM,003PQ00000JrBNYYA3,1,Success,SQO,Qx,Qx,Pharma & BioTech,CPO,Secondary packaging,Americas,Medium,Senior Account Manager,Manager,Other,Standard,0,1.0,High,Priority 2,Email,2024-05-14,2024,2024Q2,601
a0dPQ000000r8dlYAA,003PQ00000JrKLpYAN,1,Success,SQL,Mx,Mx,Non-Life Science,Not Enough Info Found,Not Enough Info Found,APAC & Oceania,Small,Business Manager,Manager,Other,Standard,0,1.0,High,Priority 1,Online Ads,2024-05-14,2024,2024Q2,601
a0dPQ000000rItFYAU,003PQ00000JsW82YAF,0,Lost,Exclude,Mx,Mx,Non-Life Science,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,SEO,2024-05-14,2024,2024Q2,601
a0dPQ000000rZFlYAM,003PQ00000JsX45YAF,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Direct/Inbound,2024-05-15,2024,2024Q2,600
a0dPQ000000rIwTYAU,003PQ00000JsZvWYAV,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,In-House,3D-printed implants,Americas,Small,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,Directory Listing,2024-05-14,2024,2024Q2,601
a0dPQ000000rDqLYAU,003PQ00000JsahxYAB,1,Success,SQL,Qx,Qx,Non-Life Science,Services / Consulting,Non-manufacturing organization,EMEA,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,SEO,2024-05-14,2024,2024Q2,601
a0dPQ000000rGcvYAE,003PQ00000JssWjYAJ,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,"Director, Product Development",Director,R&D,Standard,1,0.6,Medium,Priority 1,Online Ads,2024-05-14,2024,2024Q2,601
a0dPQ000000rKS1YAM,003PQ00000JthzqYAB,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,Manufacturing Floor Lead,Manager,Mfg/Ops,Standard,0,0.6,Medium,Priority 1,SEO,2024-05-14,2024,2024Q2,601
a0dPQ000000rKBtYAM,003PQ00000Jtks7YAB,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Medium,"Director, Quality",Director,Quality,Standard,1,0.6,Medium,Priority 2,Email,2024-05-14,2024,2024Q2,601
a0dPQ000000rJfdYAE,003PQ00000JtnRlYAJ,0,Near-Miss,Recycled,Qx,Qx,Blood & Biologics,Software / Technology Development,Non-manufacturing organization,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2024-05-14,2024,2024Q2,601
a0dPQ000000uKVVYA2,003PQ00000JupzOYAR,0,Near-Miss,Recycled,Mx,Mx,Medical Device,In-House,Wound Care,EMEA,Medium,Quality Engineer,IC,Quality,Standard,0,1.0,High,Priority 2,Email,2024-05-22,2024,2024Q2,593
a0dPQ000004smGhYAI,003PQ00000Jusm1YAB,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,APAC & Oceania,Medium,Training Co-Ordinator,Other,Other,Standard,0,0.6,Medium,P1 - Live Demo,Email,2025-05-29,2025,2025Q2,221
a0dPQ000000rm4vYAA,003PQ00000JutDOYAZ,0,Near-Miss,Recycled,Mx,Mx,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,0,0.0,Low,Priority 2,Online Ads,2024-05-15,2024,2024Q2,600
a0dPQ000001G82fYAC,003PQ00000JutDOYAZ,0,Near-Miss,Recycled,Qx,Qx,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,0,0.0,Low,Priority 1,Email,2024-07-18,2024,2024Q3,536
a0dPQ000000rPhqYAE,003PQ00000Jvd4xYAB,1,Success,SQL,Qx,Qx,Pharma & BioTech,Consumer Packaged Goods,Cosmetics manufacturing,Americas,Medium,Director of IT,Director,IT,Standard,1,1.0,High,Priority 1,SEO,2024-05-14,2024,2024Q2,601
a0dPQ000000rTdNYAU,003PQ00000JveFYYAZ,1,Success,SQL,Qx,Qx,Non-Life Science,In-House,Not Enough Info Found,Americas,Medium,"Manager, Application",Manager,Other,Standard,0,1.0,High,Priority 1,Online Ads,2024-05-14,2024,2024Q2,601
a0dPQ000000rW3NYAU,003PQ00000JwQFLYA3,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Online Ads,2024-05-14,2024,2024Q2,601
a0dPQ000002mJiMYAU,003PQ00000JwR55YAF,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Gene therapies,Americas,Medium,"Director, External Manufacturing",Director,Mfg/Ops,Standard,1,1.0,High,Priority 2,Directory Listing,2025-01-16,2025,2025Q1,354
a0dPQ000000rU81YAE,003PQ00000JwVDQYA3,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Not Enough Info Found,Non-manufacturing organization,Americas,Medium,"Director, Training",Director,Other,Standard,1,1.0,High,Priority 1,SEO,2024-05-14,2024,2024Q2,601
a0dPQ000000rTa9YAE,003PQ00000JwigrYAB,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Directory Listing,2024-05-14,2024,2024Q2,601
a0dPQ000000riqvYAA,003PQ00000JwpfBYAR,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Large,Quality,Other,Quality,Standard,0,0.6,Medium,Priority 1,Events,2024-05-15,2024,2024Q2,600
a0dPQ000000rcOvYAI,003PQ00000JyDAjYAN,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,APAC & Oceania,Medium,DX Consulting Manager,Manager,Other,Standard,0,0.6,Medium,Priority 2,SEO,2024-05-15,2024,2024Q2,600
a0dPQ000000rd9hYAA,003PQ00000JysnMYAR,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,SEO,2024-05-15,2024,2024Q2,600
a0dPQ000000rjAHYAY,003PQ00000K0YJ8YAN,1,Success,SQL,Qx,Qx,Pharma & BioTech,Services / Consulting,Non-manufacturing organization,EMEA,Medium,Senior Inspector pharmaceutical products,Other,Other,Standard,0,1.0,High,Priority 1,Direct/Inbound,2024-05-15,2024,2024Q2,600
a0dPQ000000sDwLYAU,003PQ00000K0k7OYAR,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Monoclonal antibodies (mAbs),Americas,Medium,Associate Director of IT,Director,IT,Standard,1,1.0,High,Priority 1,SEO,2024-05-16,2024,2024Q2,599
a0dPQ000000s9ntYAA,003PQ00000K0qeFYAR,0,Lost,Exclude,Qx,Qx,Medical Device,Not Enough Info Found,Combination products,EMEA,Small,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,SEO,2024-05-16,2024,2024Q2,599
a0dPQ000000s5AnYAI,003PQ00000K2FibYAF,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,EMEA,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Email,2024-05-16,2024,2024Q2,599
a0dPQ000000ro0HYAQ,003PQ00000K2LEXYA3,1,Success,SQL,Qx,Qx,Non-Life Science,In-House,Specialty Chemical Manufacturing,Americas,Medium,General Manager,Manager,Other,Standard,0,1.0,High,Priority 1,Online Ads,2024-05-15,2024,2024Q2,600
a0dPQ000000s3XBYAY,003PQ00000K2MSLYA3,0,Lost,Exclude,Mx,Mx,Pharma & BioTech,Unknown,Unknown,EMEA,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-05-16,2024,2024Q2,599
a0dPQ000000rtXpYAI,003PQ00000K2ySpYAJ,1,Success,SQL,Mx,Mx,Non-Life Science,In-House,Small-molecule API,Americas,Large,Operations Manager,Manager,Mfg/Ops,Standard,0,1.0,High,Priority 1,Online Ads,2024-05-15,2024,2024Q2,600
a0dPQ000000xIk5YAE,003PQ00000K56VtYAJ,0,Near-Miss,Recycled,Mx,Mx,Medical Device,In-House,Implantable devices,Americas,Medium,Document Control Specialist (Left Company),IC,Other,Standard,0,1.0,High,Priority 2,Online Ads,2024-05-30,2024,2024Q2,585
a0dPQ000000rwqfYAA,003PQ00000K5nW1YAJ,0,Near-Miss,Recycled,Mx,Mx,Unknown,Unknown,Unknown,Americas,Small,Internal Consultant,Other,Other,Standard,0,0.4,Low,Priority 1,Outbound Prospecting,2024-05-15,2024,2024Q2,600
a0dPQ000000ryHNYAY,003PQ00000K5odOYAR,0,Lost,Exclude,Qx,Qx,Unknown,Unknown,Unknown,Americas,Small,PR Account Executive,Other,Other,Standard,0,0.4,Low,Priority 2,SEO,2024-05-15,2024,2024Q2,600
a0dPQ000000s1OvYAI,003PQ00000K6ctWYAR,1,Success,SQL,Qx,Qx,Pharma & BioTech,Research Institute,Non-manufacturing organization,APAC & Oceania,Small,Pathologist,Other,Other,Standard,0,1.0,High,Priority 1,Directory Listing,2024-05-16,2024,2024Q2,599
a0dPQ000000sCc5YAE,003PQ00000K8XxlYAF,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Online Ads,2024-05-16,2024,2024Q2,599
a0dPQ000000sIJJYA2,003PQ00000K8pmbYAB,1,Success,SQO,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,SEO,2024-05-16,2024,2024Q2,599
a0dPQ000000sEKXYA2,003PQ00000K9gRVYAZ,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Software / Technology Development,Non-manufacturing organization,Americas,Small,,Unknown,Unknown,Unknown,0,1.0,High,Priority 1,Online Ads,2024-05-16,2024,2024Q2,599
a0dPQ000000sFjdYAE,003PQ00000K9rmhYAB,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Directory Listing,2024-05-16,2024,2024Q2,599
a0dPQ000000uH4bYAE,003PQ00000KA1U6YAL,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,APAC & Oceania,Small,Senior Regulatory Officer,Other,Regulatory,Standard,0,0.6,Medium,Priority 2,Referrals,2024-05-22,2024,2024Q2,593
a0dPQ000000sIBFYA2,003PQ00000KAE9TYAX,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Directory Listing,2024-05-16,2024,2024Q2,599
a0dPQ000000sMA1YAM,003PQ00000KBJgbYAH,1,Success,SQL,Qx,Qx,Pharma & BioTech,CRO,Non-manufacturing organization,Americas,Large,"Partnerships Senior Director, Research (Account Management)",Director,R&D,Standard,1,1.0,High,Priority 1,SEO,2024-05-16,2024,2024Q2,599
a0dPQ000000sLfNYAU,003PQ00000KBsG7YAL,1,Success,SQL,Qx,Qx,Non-Life Science,In-House,Not Enough Info Found,Americas,Medium,Materials Process Engineer I,IC,Other,Standard,0,1.0,High,Priority 1,SEO,2024-05-16,2024,2024Q2,599
a0dPQ000000sLXJYA2,003PQ00000KBtQfYAL,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Direct/Inbound,2024-05-16,2024,2024Q2,599
a0dPQ000000sm65YAA,003PQ00000KEuLPYA1,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2024-05-17,2024,2024Q2,598
a0dPQ000000shcfYAA,003PQ00000KFH3VYAX,1,Success,SQL,Qx,Qx,Pharma & BioTech,503A,Not Enough Info Found,Americas,Medium,"Director, Compliance",Director,Quality,Standard,1,1.0,High,Priority 1,Online Ads,2024-05-17,2024,2024Q2,598
a0dPQ000000ukMjYAI,003PQ00000KFKhKYAX,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,In-House,Generics manufacturing,EMEA,Large,"Manager, Supply Chain & Planning",Manager,Mfg/Ops,Standard,0,1.0,High,Priority 2,Email,2024-05-23,2024,2024Q2,592
a0dPQ000000v2ujYAA,003PQ00000KFPXFYA5,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,Americas,Large,Account Manager,Manager,Other,Standard,0,0.6,Medium,Priority 2,Outbound Prospecting,2024-05-23,2024,2024Q2,592
a0dPQ00000121nRYAQ,003PQ00000KFPYrYAP,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,APAC & Oceania,Medium,"Senior Manager, Technical Support Engineering",Manager,Other,Standard,0,0.6,Medium,Priority 2,Direct/Inbound,2024-06-13,2024,2024Q2,571
a0dPQ000000uiHhYAI,003PQ00000KFPc5YAH,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,Unknown,Unknown,APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Referrals,2024-05-23,2024,2024Q2,592
a0dPQ000000tFo1YAE,003PQ00000KFuw1YAD,1,Success,SQL,Mx,Mx,Non-Life Science,Original Equipment Manufacturing,Not Enough Info Found,APAC & Oceania,Small,Production Lead,Manager,Mfg/Ops,Standard,0,1.0,High,Priority 1,Direct/Inbound,2024-05-20,2024,2024Q2,595
a0dPQ000000sh3BYAQ,003PQ00000KHMjlYAH,1,Success,SQL,Qx,Qx,Pharma & BioTech,CRO,Drug discovery & development,EMEA,Medium,Head of Process and Efficiency,Director,Other,Standard,1,1.0,High,Priority 1,Direct/Inbound,2024-05-17,2024,2024Q2,598
a0dPQ000000skYvYAI,003PQ00000KHTi2YAH,0,Lost,Exclude,Mx,Mx,Non-Life Science,Unknown,Unknown,EMEA,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Online Ads,2024-05-17,2024,2024Q2,598
a0dPQ000000sjzRYAQ,003PQ00000KHVNKYA5,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Large,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 1,Online Ads,2024-05-17,2024,2024Q2,598
